No Satelit    Epoch                 B*               True Anomaly       Ketinggian
40931         2023.03472227332      0.00010359        92.52026172       639.29713968
40931         2023.03805234033      0.00010110        76.01545556       636.52013616
40931         2023.03990237836      0.00010625        67.07298730       635.06468079
40931         2023.04304743937      0.00011586        51.04517381       632.66747805
40931         2023.04378745932      0.00011652        47.27218367       632.17921933
40931         2023.04582250178      0.00012923        37.01706705       630.99309125
40931         2023.04693252595      0.00012320        31.73434325       630.41977948
40931         2023.04822754907      0.00014630        24.88013297       629.97907208
40931         2023.05063258860      0.00014512        12.44740223       629.32217854
40931         2023.05359265181      0.00015819       357.05897712       629.14670766
40931         2023.05895773907      0.00016174       329.90569344       630.57161930
40931         2023.05909576356      0.00014000       240.76180474       643.77015992
40931         2023.06154780562      0.00014108       316.13450435       632.07847431
40931         2023.06413780967      0.00013186       301.99975185       633.82329585
40931         2023.06642611619      0.00009507        64.20533764       634.49418384
40931         2023.07227787427      0.00010622       255.33238398       641.10955561
40931         2023.07523778345      0.00011315       244.52908843       642.70976450
40931         2023.07542283299      0.00011110       243.48925801       642.83797839
40931         2023.07727282433      0.00011255       234.07887816       643.98171306
40931         2023.07782780233      0.00011163       231.26993349       644.28922655
40931         2023.07949280129      0.00011532       222.90995869       645.19384706
40931         2023.08023278830      0.00011411       219.07120437       645.58392233
40931         2023.08541275499      0.00010050       191.86680560       647.28340944
40931         2023.08837273696      0.00010520       176.65718047       647.45054815
40931         2023.08966772858      0.00009848       167.45763430       647.36701421
40931         2023.09096271986      0.00022524       156.95694889       646.07969834
40931         2023.09151773038      0.00001398       157.40152381       647.66676738
40931         2023.09262770940      0.00001577       151.57836466       647.24736772
40931         2023.09355270493      0.00003157       146.60035538       646.74600320
40931         2023.09410769096      0.00003157       143.75584931       646.47805068
40931         2023.09521768129      0.00003445       138.01836068       645.87284689
40931         2023.09614267542      0.00003429       133.25680438       645.31575332
40931         2023.09614267649      0.00003429       133.25890047       645.31600810
40931         2023.10169265608      0.00007270       104.60064988       641.16794073
40931         2023.10243263397      0.00007132       100.80270604       640.54832501
40931         2023.10465262584      0.00009954        90.19668803       638.77815493
40931         2023.10539261685      0.00009470        86.55726721       638.16154774
40931         2023.10613260112      0.00009775        82.61582872       637.48984696
40931         2023.10835259378      0.00010518        71.16083452       635.58283332
40931         2023.11242257282      0.00011005        49.99245874       632.45260335
40931         2023.11316256827      0.00010462        46.42030429       632.01836376
40931         2023.11464256255      0.00010461        38.88684640       631.08723549
40931         2023.11575255258      0.00010654        33.17941924       630.51175638
40931         2023.11797254008      0.00012296        22.41285487       629.71364594
40931         2023.11852753430      0.00012669        19.33090555       629.56961248
40931         2023.12074748652      0.00015952        10.93922730       629.34988308
40931         2023.12167247638      0.00014488         7.20056909       629.17103423
40931         2023.12438046079      0.00018073       222.31475860       645.76771150
40931         2023.12592740159      0.00018800       344.58785986       629.50147762
40931         2023.12606208778      0.00015059       248.09301191       642.13852926
40931         2023.13036732592      0.00019073       321.47563976       631.17235155
40931         2023.13295727879      0.00016660       309.87402486       632.67717333
40931         2023.13388226389      0.00017052       305.03273642       633.31516533
40931         2023.13406726238      0.00016531       304.27454979       633.46174724
40931         2023.13721219836      0.00014936       287.77144703       635.88869270
40931         2023.14017211326      0.00014550       272.67868489       638.22912872
40931         2023.14202205937      0.00016782       261.97497656       639.89864323
40931         2023.14479697578      0.00015599       247.25784626       642.07399125
40931         2023.14493816592     -0.00007612       172.47071817       645.48336176
40931         2023.14997676438      0.00010593       217.72939973       645.36599277
40931         2023.15219668238      0.00011294       207.52916010       646.19281051
40931         2023.15256666918      0.00010414       204.39870841       646.63995156
40931         2023.15534157814      0.00013378       188.93667377       647.59094572
40931         2023.16033638137     -0.00100140       151.94565334       646.12414964
40931         2023.16070635611     -0.00068400       155.04380238       646.41614577
40931         2023.16311125416      0.00023701       149.47101477       646.37674815
40931         2023.16607105767      0.00009637       133.00874144       644.63660366
40931         2023.16829096074      0.00012520       121.35171479       643.39753849
40931         2023.16829101340      0.00015778       119.04868517       642.42677933
40931         2023.17180583159      0.00012211       105.44955075       641.07477772
40931         2023.17384078066      0.00012087        95.11974690       639.41799893
40931         2023.17458074849      0.00012365        91.02582881       638.75128793
40931         2023.17569067970      0.00091023        85.53577916       637.80125055
40931         2023.17569069655      0.00091033        85.57048659       637.80701486
40931         2023.17569070134      0.00012593        86.77186483       638.05649476
40931         2023.18531030405      0.00020126        37.78691526       631.16391222
40931         2023.19049003014      0.00020835        10.68614356       629.35844833
40931         2023.19104499737      0.00021987         8.21262850       629.34299526
40931         2023.19141496115      0.00022107         6.76995429       629.35977702
40931         2023.19252490436      0.00022076         1.42323392       629.31118909
40931         2023.19400482274      0.00022317       353.84355987       629.28849321
40931         2023.19622469378      0.00021213       342.94865961       629.70960332
40931         2023.19844455959      0.00020266       331.56278583       630.50081778
40931         2023.20140440663      0.00018106       316.28212624       631.88342876
40931         2023.20288431537      0.00017876       308.67947581       632.79312545
40931         2023.20602913071      0.00017344       292.20074816       635.03642161
40931         2023.20695406899      0.00016738       287.26127835       635.77274995
40931         2023.21139377847      0.00017267       264.33656428       639.35358651
40931         2023.21176374359      0.00016313       261.56216239       639.78793510
40931         2023.21490853537      0.00014229       245.17415313       642.16030571
40931         2023.21527850003      0.00014263       243.14886684       642.43991161
40931         2023.21768332732      0.00013517       230.59117604       644.03638471
40931         2023.22045812660      0.00013488       215.92062812       645.45517423
40931         2023.22286293674      0.00012106       201.49982057       646.46636222
40931         2023.22545272605      0.00020705       186.86395477       647.81170306
40931         2023.22582265942      0.00017139       183.69131876       647.71513095
40931         2023.22637761764     -0.00011573       177.48938878       647.78623340
40931         2023.22730252537     -0.00011573       172.67736203       647.72064868
40931         2023.22859742674      0.00010623       166.46471375       647.46285170
40931         2023.22970732027      0.00020822       160.86179557       647.17286463
40931         2023.23044726233      0.00038159       158.22923815       646.93575389
40931         2023.23137218000      0.00021354       153.92438369       646.96916664
40931         2023.23544183912      0.00019734       133.47025777       644.78636495
40931         2023.23673673953      0.00019512       126.77402193       643.93697884
40931         2023.23877156737      0.00016086       115.59451468       642.35471300
40931         2023.24080641671      0.00013547       105.29773126       640.90785742
40931         2023.24117638499      0.00014249       104.22584751       640.71828959
40931         2023.24358118441      0.00013668        91.95599615       638.71009010
40931         2023.24635594844      0.00012484        77.87981650       636.39765227
40931         2023.24691089668      0.00011520        75.29277955       635.97569352
40931         2023.24802080425      0.00011502        69.71250604       635.08441545
40931         2023.24820578995      0.00011885        68.99321735       634.97845239
40931         2023.24894573047      0.00011893        65.19737068       634.39939030
40931         2023.25005563682      0.00011784        59.52537484       633.56528327
40931         2023.25172050153      0.00012195        50.95266181       632.38116250
40931         2023.25320037827      0.00012506        43.47062583       631.50953666
40931         2023.25616013671      0.00013732        28.62788341       630.02923119
40931         2023.25874990414      0.00014414        16.39771757       629.04959898
40931         2023.25948982852      0.00015045        12.36961281       628.85489659
40931         2023.26170964036      0.00015071         1.24294109       628.63498183
40931         2023.26244957625      0.00014731       357.09538338       628.67065103
40931         2023.26540932258      0.00012456       342.24278103       629.66121030
40931         2023.26596428652      0.00012045       339.89912833       629.49871123
40931         2023.26707418910      0.00012615       333.84202503       630.09135388
40931         2023.26781412211      0.00012423       330.38631437       630.19731698
40931         2023.26873903460      0.00011148       326.29780967       630.54741525
40931         2023.26947896573      0.00011919       322.56692903       630.97260793
40931         2023.27428853548      0.00011177       297.75540306       634.01391125
40931         2023.27780320792      0.00012045       280.94761441       636.57597233
40931         2023.27891308441      0.00010631       273.02768470       637.85081953
40931         2023.28057791227      0.00009737       264.59669986       639.15045315
40931         2023.28113284893      0.00009861       261.38192398       639.63417712
40931         2023.28224273340      0.00010503       255.61868379       640.50526616
40931         2023.28335262255      0.00011015       249.37732285       641.41459735
40931         2023.28668227701      0.00011590       232.07109931       643.72723733
40931         2023.28686725482      0.00011349       231.26510370       643.80807171
40931         2023.28779215167      0.00011364       226.47410024       644.34838561
40931         2023.28834709370      0.00011561       223.39423865       644.68733435
40931         2023.29056685882      0.00012475       211.60400382       645.70151018
40931         2023.29068781575      0.00018949        84.06223126       637.39435424
40931         2023.29519130633      0.00012066       186.96888005       646.91607048
40931         2023.29556128230      0.00012006       184.77109400       647.02314486
40931         2023.30000075493      0.00014727       160.03335146       646.59037261
40931         2023.30296040482      0.00015254       143.67698157       645.49936660
40931         2023.30555010362      0.00015113       130.42153230       644.06266313
40931         2023.30795482858      0.00015904       118.03408848       642.53157337
40931         2023.30813979449      0.00015616       117.07469617       642.37647218
40931         2023.30998958186      0.00027789       107.07084868       641.00337500
40931         2023.31165435997     -0.00002362       100.33986792       639.97791086
40931         2023.31461403258      0.00014460        82.70085026       637.05357815
40931         2023.31905345663      0.00011397        60.92558843       633.62883053
40931         2023.32127328151      0.00011873        49.96671591       632.09872984
40931         2023.32534280953      0.00012949        30.55326296       629.89153526
40931         2023.32663764532      0.00013025        24.00760130       629.42950502
40931         2023.33311189658      0.00010130       351.94803297       628.57104109
40931         2023.33847627288      0.00006680       325.12616810       630.35107341
40931         2023.33921616638      0.00007737       321.11337893       630.80739539
40931         2023.34069599247      0.00007364       313.49175638       631.69454355
40931         2023.34088096814      0.00007270       312.51441467       631.76506013
40931         2023.34310069964      0.00010073       302.74760527       633.22091098
40931         2023.34347064986      0.00009933       300.74331820       633.49314153
40931         2023.34606033710      0.00009919       287.29331758       635.45210291
40931         2023.35105471038      0.00010869       261.09737145       639.53323092
40931         2023.35456923436      0.00010653       242.15117940       642.21384191
40931         2023.35734383175      0.00010663       227.54557382       644.06238904
40931         2023.35993348153      0.00010915       213.97244127       645.43813885
40931         2023.36011845216      0.00010991       212.58163538       645.55557275
40931         2023.36196820079      0.00010899       203.21591568       646.27988025
40931         2023.36400291041      0.00012164       190.84625144       646.76445305
40931         2023.36511274759      0.00011873       184.86135276       646.89589195
40931         2023.36862725422      0.00011528       165.78833011       646.54190614
40931         2023.36992206181      0.00009843       157.53356766       646.18330052
40931         2023.37103191110      0.00010212       152.14338634       645.97442661
40931         2023.37399143019      0.00007166       137.65927871       645.11325042
40931         2023.37602613825      0.00006651       127.44050400       643.89881553
40931         2023.37935566288      0.00006679       110.88087640       641.53197721
40931         2023.38009555836      0.00006582       107.16564590       640.94967511
40931         2023.38619969526      0.00008165        76.83414741       635.94284194
40931         2023.38823441060      0.00008350        66.77266057       634.35882823
40931         2023.39119399778      0.00007974        52.06882310       632.28775325
40931         2023.39230384395      0.00008080        46.48471737       631.61363693
40931         2023.39359866504      0.00007340        40.09730964       630.91394249
40931         2023.39579589986      0.00008262       341.38389991       629.05851903
40931         2023.40210748614      0.00005624       356.68467549       628.99115744
40931         2023.40340230562      0.00006073       349.90842661       629.16952453
40931         2023.40710178592      0.00005866       330.57166126       630.30385052
40931         2023.40950644485      0.00005603       317.66516744       631.53694537
40931         2023.41246601822      0.00006253       301.87558291       633.43662890
40931         2023.41709034052      0.00006351       277.14298423       636.99621844
40931         2023.41801520233      0.00007083       272.32173173       637.73018517
40931         2023.41838514701      0.00007067       270.23870716       638.04897896
40931         2023.42060481304      0.00006871       258.11075024       639.89141032
40931         2023.42263950131      0.00006754       247.09435798       641.51044054
40931         2023.43114816455      0.00006739       201.80373064       646.44009060
40931         2023.43392272036      0.00007019       187.08709845       647.13155391
40931         2023.43466260085      0.00007268       183.38238541       647.19961628
40931         2023.43947182268      0.00007099       158.64719390       646.73745620
40931         2023.44021170258      0.00007111       154.91475913       646.51800869
40931         2023.44058164312      0.00007306       153.06316133       646.38163087
40931         2023.44095158337      0.00007310       151.18861882       646.24370092
40931         2023.44206140353      0.00007648       145.51623898       645.78048502
40931         2023.44465098378      0.00007393       132.48624581       644.43793018
40931         2023.44761050597      0.00006896       117.70283782       642.47157510
40931         2023.45038506071      0.00007005       103.91571877       640.34134630
40931         2023.45334458937      0.00007072        89.27957808       637.92220350
40931         2023.45537926666      0.00007452        79.34494843       636.27721011
40931         2023.45648909162      0.00007334        73.77085080       635.37816784
40931         2023.49033865997      0.00007659       257.46628433       639.88485240
40931         2023.50328637844      0.00006171       188.32508650       646.97973739
40931         2023.50421121099      0.00006186       183.57311404       647.08194571
40931         2023.50606087912      0.00006917       174.22451631       647.12418068
40931         2023.50791054353      0.00006719       164.77513916       646.91145685
40931         2023.51087000671      0.00007265       149.74815143       646.05548171
40931         2023.51179483907      0.00007361       145.02355158       645.65375413
40931         2023.51715886734      0.00007717       118.13866522       642.44176526
40931         2023.52400263951      0.00006612        84.21789263       636.98771108
40931         2023.52825688214      0.00008258        63.01818816       633.62843575
40931         2023.52881178438      0.00008237        60.26031333       633.23326780
40931         2023.53214119556      0.00008422        43.64870784       631.12793606
40931         2023.53454577504      0.00008878        31.66250106       629.95248597
40931         2023.53695035238      0.00008459        19.17319149       629.18262115
40931         2023.53861505748      0.00008488        10.67905415       628.88648488
40931         2023.53985585833      0.00008508       258.97229783       639.78621982
40931         2023.54342423381      0.00009039       345.58018837       628.53535085
40931         2023.54545883474      0.00009104       335.03528104       629.78855390
40931         2023.54749346693      0.00009233       324.32468630       630.67311534
40931         2023.55082285770      0.00009677       306.52409021       632.64788888
40931         2023.55988614953      0.00008619       257.64537361       639.76887725
40931         2023.56247564715      0.00009100       243.69479346       641.78639299
40931         2023.56488017564      0.00009267       230.63322541       643.47719741
40931         2023.56894936638      0.00008432       208.83000867       645.69094724
40931         2023.57098395877      0.00007996       198.10730712       646.41809956
40931         2023.57523810121      0.00008456       176.24662968       647.04853704
40931         2023.57893735005      0.00008542       157.27636924       646.47499320
40931         2023.58522607304      0.00008719       125.88830714       643.43502014
40931         2023.59206969000      0.00009125        91.78963777       638.14507060
40931         2023.59280954066      0.00009348        88.19684332       637.54313459
40931         2023.59521405860      0.00008940        76.22714948       635.56411833
40931         2023.59798850436      0.00008985        62.45540288       633.43110025
40931         2023.60927126112      0.00007736         5.66966665       628.65669534
40931         2023.61112089370      0.00008004       356.19809322       628.69516581
40931         2023.61389533759      0.00008255       341.64593372       629.22476962
40931         2023.61666977800      0.00008186       326.98718101       630.32086124
40931         2023.61999910293      0.00008582       309.26249987       632.22356204
40931         2023.62554795088      0.00008704       279.29625987       636.39448317
40931         2023.62813740386      0.00008578       265.29383187       638.50999663
40931         2023.63035692992      0.00008588       253.41011822       640.27715547
40931         2023.63109677118      0.00008914       249.39588035       640.85825554
40931         2023.63387117101      0.00009004       234.45582054       642.87895778
40931         2023.63905003290      0.00008929       206.88622910       645.71138402
40931         2023.64182441907      0.00008776       192.15460283       646.64587303
40931         2023.64478375638      0.00008747       176.99268869       646.96629828
40931         2023.64718821573      0.00008707       164.70035995       646.73456870
40931         2023.64996259077      0.00008924       150.59838454       645.93273485
40931         2023.65458654874      0.00008639       127.31885806       643.50407373
40931         2023.65532638238      0.00008523       123.67874040       643.02362967
40931         2023.65810076049      0.00008310       109.88846303       640.99222395
40931         2023.66106010184      0.00008307        95.44596744       638.65191833
40931         2023.66420440370      0.00008475        79.44927698       635.99828562
40931         2023.66623895189      0.00008944        69.40066698       634.40026034
40931         2023.66882837978      0.00009210        56.29227069       632.49228450
40931         2023.67234260386      0.00010068        38.67408520       630.41103810
40931         2023.67456211362      0.00009266        27.45833401       629.46559474
40931         2023.67770642077      0.00008602        11.29243019       628.67157767
40931         2023.68066576567      0.00008757       356.08643785       628.62712566
40931         2023.68325518984      0.00009175       342.57880679       629.11393471
40931         2023.68381006663      0.00008706       339.65190309       629.29811645
40931         2023.68824907353      0.00008627       316.29043876       631.29505497
40931         2023.68880394748      0.00008706       313.34914877       631.62607598
40931         2023.68898890548      0.00009276       312.37933167       631.73776777
40931         2023.68935882090      0.00009354       310.34160359       631.98241432
40931         2023.69028361145      0.00009611       305.43886599       632.58415235
40931         2023.69139335871      0.00009418       299.59162394       633.35519641
40931         2023.69675711731      0.00010558       270.64009186       637.59598539
40931         2023.69953146293      0.00012109       255.63849335       639.85985366
40931         2023.70230580203      0.00011370       240.66538035       641.99548256
40931         2023.70286066923      0.00011578       237.69199350       642.39469529
40931         2023.70323058030      0.00011633       235.69657331       642.65789497
40931         2023.70434031356      0.00010295       229.76202085       643.40564833
40931         2023.70563500033      0.00010155       222.84021928       644.19554512
40931         2023.70803941515      0.00009774       210.03899545       645.42781703
40931         2023.70840932485      0.00009788       208.08841604       645.59025357
40931         2023.70914914353      0.00010127       204.17128934       645.88834421
40931         2023.71062878016      0.00011689       196.49201734       646.33116073
40931         2023.71617740838      0.00010965       167.69295019       646.68337251
40931         2023.71858180953      0.00011682       155.37612544       646.12715360
40931         2023.72228088770      0.00011272       136.72635742       644.51816514
40931         2023.72246583466      0.00011572       134.16105356       644.18507915
40931         2023.72505519888      0.00012888       122.16876216       642.68336827
40931         2023.72616492288      0.00012431       117.09179672       641.96597614
40931         2023.72838437151      0.00011661       106.21221458       640.29334620
40931         2023.73578253266      0.00013052        69.66219815       634.30743659
40931         2023.73744712011      0.00012922        61.42027574       633.06793005
40931         2023.74059134277      0.00011463        45.73215654       631.02946479
40931         2023.74114620597      0.00012076        42.91455737       630.71575658
40931         2023.74170106970      0.00011963        40.14973281       630.42642074
40931         2023.74392052047      0.00011667        28.94115933       629.44766489
40931         2023.74632492469      0.00011576        16.76040855       628.75398279
40931         2023.74687978625      0.00011316        13.93324135       628.65421286
40931         2023.74835941803      0.00013031         6.00640580       628.45338347
40931         2023.75039391112      0.00012565       355.44688402       628.50431653
40931         2023.75113372523      0.00012997       351.72794885       628.59535453
40931         2023.75538765433      0.00012918       329.37974364       629.88563284
40931         2023.75816194926      0.00014343       314.93021634       631.27264587
40931         2023.75908671178      0.00014200       310.01330816       631.85143186
40931         2023.76278575197      0.00016405       290.16151455       634.51716691
40931         2023.76371050951      0.00016046       285.22137703       635.24406074
40931         2023.76408041233      0.00015793       283.25289317       635.53648740
40931         2023.76482021748      0.00015425       279.17010881       636.15026434
40931         2023.76648477649      0.00015836       270.16736159       637.51903770
40931         2023.76685467797      0.00015912       268.21447177       637.81676287
40931         2023.76777943230      0.00016202       263.23336053       638.57559919
40931         2023.76981388564      0.00016355       252.25959627       640.21673408
40931         2023.77277308151      0.00016579       236.37044532       642.42439428
40931         2023.77647206134      0.00017414       216.51450898       644.69341964
40931         2023.77961618271      0.00017858       199.87098817       645.99563222
40931         2023.78202050559      0.00017214       187.27115941       646.54125345
40931         2023.78590440255      0.00016506       167.20008020       646.51197756
40931         2023.78719903378      0.00016443       160.56147315       646.25943322
40931         2023.78904850548      0.00015599       151.14020901       645.68092151
40931         2023.79200765923      0.00014624       136.22852634       644.30111393
40931         2023.79644638866      0.00015196       113.85395814       641.29065731
40931         2023.79866575416      0.00014867       102.82597437       639.56333321
40931         2023.80125501449      0.00013834        90.00834862       637.45289016
40931         2023.80236469641      0.00013438        84.63933477       636.56101029
40931         2023.80347437948      0.00014112        79.18191923       635.65930165
40931         2023.80476901518      0.00012104        72.94651043       634.64368592
40931         2023.80569375422      0.00012388        68.22344298       633.91587266
40931         2023.80680343707      0.00011529        62.69487750       633.08174747
40931         2023.80883786129      0.00011994        52.40116487       631.65993869
40931         2023.81531102093      0.00009625        19.70139954       628.69415188
40931         2023.81771533425      0.00009943         7.42481372       628.30571272
40931         2023.81993469910      0.00011596       355.99860375       628.32102060
40931         2023.82067448737      0.00010697       352.10569399       628.41003039
40931         2023.82122932814      0.00010686       349.19623387       628.51085354
40931         2023.82418847449      0.00012324       333.66818583       629.38094999
40931         2023.82474331452      0.00012282       330.77726350       629.60255009
40931         2023.82529815367      0.00013128       327.87117665       629.85020223
40931         2023.82807234564      0.00013187       313.08521755       631.36162625
40931         2023.83103147616      0.00012415       297.19462490       633.38297177
40931         2023.83584004419      0.00011240       271.41709595       637.17172653
40931         2023.83694970901      0.00011569       265.08847753       638.13201384
40931         2023.83731959729      0.00011465       263.10651487       638.43190244
40931         2023.83935398079      0.00011743       252.12530652       640.06388790
40931         2023.83990881170      0.00012315       249.09414907       640.50241403
40931         2023.84027869871      0.00012338       247.06808066       640.79039176
40931         2023.84083353041      0.00012053       244.11783042       641.20046306
40931         2023.84231307605      0.00013185       236.26186009       642.25053275
40931         2023.84490227477      0.00015392       222.38827182       643.89056310
40931         2023.84804629137      0.00018519       205.79405468       645.39972619
40931         2023.85063547488      0.00017081       192.16571989       646.17105289
40931         2023.85581382677      0.00015658       165.31752828       646.23966299
40931         2023.85914276205      0.00014501       148.44716379       645.26397715
40931         2023.85988252548      0.00012662       144.66296141       644.94289717
40931         2023.86228675438      0.00012841       132.56347283       643.67734988
40931         2023.86284157690      0.00010939       129.76651401       643.34814459
40931         2023.86413616192      0.00011454       123.36730985       642.53274934
40931         2023.86672533255      0.00011169       110.49258069       640.64526145
40931         2023.87800674723      0.00007489        54.89602881       631.78618577
40931         2023.87985616162      0.00007097        45.56135245       630.64066462
40931         2023.88706888710      0.00007008         8.92395246       628.17780979
40931         2023.88873335934      0.00007494         0.50380871       628.16865301
40931         2023.89261712921      0.00010459       340.06435539       628.82334424
40931         2023.89280207082      0.00011151       339.07931086       628.87949592
40931         2023.89520630277      0.00011110       326.41215378       629.84914461
40931         2023.89631594658      0.00012301       320.48269975       630.41847430
40931         2023.89927499241      0.00014476       304.52315590       632.25201586
40931         2023.90260390562      0.00014533       286.60960822       634.73708584
40931         2023.90445329644      0.00012998       276.73331210       636.21473992
40931         2023.91166588208      0.00015814       238.15189941       641.85582008
40931         2023.91388512737      0.00017038       226.15417463       643.33620859
40931         2023.91628930532      0.00015936       213.36308546       644.63905985
40931         2023.91869347219      0.00019817       200.82946800       645.56900856
40931         2023.91998803000      0.00013990       194.09184798       645.94518398
40931         2023.92165245170      0.00014444       185.37233344       646.22402389
40931         2023.93274857641      0.00007336       128.96104018       643.08662247
40931         2023.93552260885      0.00006436       115.22183543       641.18391387
40931         2023.93755690033      0.00006380       104.96070584       639.61202882
40931         2023.94144055321      0.00006009        85.65949467       636.45287131
40931         2023.94156142307      0.00012161       315.52932328       630.71760940
40931         2023.94717357268      0.00006003        57.17085332       632.01304500
40931         2023.95161204586      0.00006266        34.82919187       629.44231360
40931         2023.95642039537      0.00006769        10.34119701       628.09599754
40931         2023.95753001370      0.00007896         4.60892667       628.01770837
40931         2023.96622200022      0.00009699       319.07345964       630.43883910
40931         2023.97417418685      0.00013009       276.27902166       636.15799559
40931         2023.97583859049      0.00012651       267.30447369       637.52219226
40931         2024.00928571076      0.00008287        93.55824539       637.63905394
40931         2024.01260538721      0.00008179        76.91638900       634.87292263
40931         2024.01444964434      0.00008425        68.19240968       633.51213733
40931         2024.26341004046      0.00008275       211.49233506       644.13794176
40931         2024.27115497434      0.00008424       169.95188112       645.65639986
40931         2024.27705587601      0.00008126       140.55551160       643.78976591
40931         2024.27945311986      0.00008917       131.68486358       642.70337460
40931         2024.28443199254      0.00011754       105.95052409       639.06535677
40931         2024.28443199369      0.00015468       106.57436091       639.13481827
40931         2024.32610656109      0.00015444       247.90983930       639.49451646
40931         2024.32758173374      0.00014438       239.13777412       640.86692344
40931         2024.34085821134      0.00010753       169.65318354       645.41179333
40931         2024.34085821145      0.00010758       169.59064189       645.40875370
40931         2024.37146768811      0.00018763        15.74524616       627.05480471
40931         2024.37146768850      0.00020399        15.75216733       627.05277844
40931         2024.39377906107      0.00013666       259.17831927       637.81766476
40931         2024.39396345339      0.00013882       258.47784541       637.92036753
40931         2024.39672928872      0.00012394       242.80330966       640.15695914
40931         2024.39949511268      0.00011541       228.58404156       642.06326878
